2.245443640276789665e-03,-1.758918515406548977e-03,5.002013966441154480e-02,5.957309645587827163e-11,-1.845717328974316729e-11,2.247721254825592041e-01,3.008744808852270580e-09,1.665441295983782766e-08,-1.984709315001964569e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.046667531132698059e-02,6.064120733340061520e-11,-1.873724439493962279e-11,2.276234924793243408e-01,3.009524851549372215e-09,1.677522298848543869e-08,-2.009886316955089569e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.093006417155265808e-02,6.174973032901931447e-11,-1.902678188614448374e-11,2.305607348680496216e-01,3.010156568450383929e-09,1.689954309824770462e-08,-2.035821229219436646e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.474974215030670166e-02,7.089402676019318505e-11,-2.137359386700232733e-11,2.539877295494079590e-01,3.009218429994575672e-09,1.788757941767471493e-08,-2.242678776383399963e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.525483563542366028e-02,7.210458619066884012e-11,-2.167896591409590457e-11,2.569882571697235107e-01,3.008361559864169976e-09,1.801385529631716054e-08,-2.269173786044120789e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.588430166244506836e-02,7.361386500370770136e-11,-2.205802207555507266e-11,2.606981396675109863e-01,3.007078808181518070e-09,1.816994732450893935e-08,-2.301931753754615784e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.628313124179840088e-02,7.457047479508815968e-11,-2.229733758740692906e-11,2.630320489406585693e-01,3.006147109019252639e-09,1.826813900152046699e-08,-2.322539500892162323e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.680461227893829346e-02,7.582175859388584627e-11,-2.260928076702750644e-11,2.660647332668304443e-01,3.004793747152234573e-09,1.839572050243987178e-08,-2.349317818880081177e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.733363330364227295e-02,7.709163168945210032e-11,-2.292461706576709446e-11,2.691195905208587646e-01,3.003267856627189758e-09,1.852424347248415870e-08,-2.376291714608669281e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.786947906017303467e-02,7.837850507508292708e-11,-2.324291280275669891e-11,2.721921205520629883e-01,3.001571213800957594e-09,1.865352494689886953e-08,-2.403421513736248016e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.853523686528205872e-02,7.997819767568969951e-11,-2.363683554440498824e-11,2.759796977043151855e-01,2.999257731062243693e-09,1.881293698602348741e-08,-2.436865493655204773e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.895843356847763062e-02,8.099557136098667343e-11,-2.388636857753034803e-11,2.783704996109008789e-01,2.997672332583078969e-09,1.891358891725758440e-08,-2.457975596189498901e-02
2.245443640276789665e-03,-1.758918515406548977e-03,5.951183289289474487e-02,8.232660386742196579e-11,-2.421168300570375465e-11,2.814774513244628906e-01,2.995468539879198033e-09,1.904443891476148565e-08,-2.485410124063491821e-02
2.245443640276789665e-03,-1.758918515406548977e-03,6.007084250450134277e-02,8.367186110636026797e-11,-2.453916063405170433e-11,2.845941185951232910e-01,2.993095327141759299e-09,1.917575254140047036e-08,-2.512929402291774750e-02
2.245443640276789665e-03,-1.758918515406548977e-03,6.063546985387802124e-02,8.503141940563452295e-11,-2.486880666674462503e-11,2.877202033996582031e-01,2.990553804593787390e-09,1.930754223167241435e-08,-2.540532872080802917e-02
2.245443640276789665e-03,-1.758918515406548977e-03,6.133959442377090454e-02,8.672799978182155201e-11,-2.527833151133584977e-11,2.915885150432586670e-01,2.987185832026284515e-09,1.947072725272391835e-08,-2.574689313769340515e-02
2.245443640276789665e-03,-1.758918515406548977e-03,6.178553774952888489e-02,8.780318139223197704e-11,-2.553682265649115379e-11,2.940215170383453369e-01,2.984942293338121999e-09,1.957343620517804084e-08,-2.596172317862510681e-02
2.245443640276789665e-03,-1.758918515406548977e-03,6.239063665270805359e-02,8.926293038058474849e-11,-2.588649086754379880e-11,2.973022162914276123e-01,2.981764612997039876e-09,1.971202578943120898e-08,-2.625140361487865448e-02
2.245443640276789665e-03,-1.758918515406548977e-03,6.295918673276901245e-02,9.063544359477759826e-11,-2.621393727086918091e-11,3.003635406494140625e-01,2.978641999717979161e-09,1.984146003053410823e-08,-2.652171440422534943e-02
2.245443640276789665e-03,-1.758918515406548977e-03,6.355991214513778687e-02,9.208662998805294819e-11,-2.655877601176470648e-11,3.035761713981628418e-01,2.975203861055319976e-09,1.997741350123760640e-08,-2.680538780987262726e-02
2.245443640276789665e-03,-1.758918515406548977e-03,6.430207937955856323e-02,9.388094468487651056e-11,-2.698321600880237980e-11,3.075147569179534912e-01,2.970762968956819350e-09,2.014428446273086593e-08,-2.715315856039524078e-02
2.245443640276789665e-03,-1.758918515406548977e-03,6.476788222789764404e-02,9.500792513827960306e-11,-2.724872584514148599e-11,3.099698722362518311e-01,2.967870171843856042e-09,2.024841094794282981e-08,-2.736994251608848572e-02
